Indice,Año,Mes,Departamento,Victimario,Edad,Lugar de los hechos,Metodos de eliminación
1096,2019,Abril,Cesar ,Sicario,36,Vivienda de la victima,Desconocido
1097,2019,Abril,Cesar ,Desconocido,21,Desconocido,Baleada
1098,2019,Abril,Guaviare,Conyuge,22,Vivienda de la victima,Baleada
1099,2019,Abril,Guaviare,Familiar,5,Vivienda de la victima,Baleada
1100,2019,Abril,Norte de Santander,Excompañero permanente,27,Desconocido,Baleada
1101,2019,Abril,Norte de Santander,Sicario,52,Calle del barrio de la victima,Apuñalada
1102,2019,Abril,Bogota,Conyuge,24,Vivienda del victimario,Apuñalada
1103,2019,Abril,Boyaca,Estructuras Armadas,32,Vivienda de la victima,Baleada
1104,2019,Abril,Caqueta,Familiar,3,Desconocido,Desconocido
1105,2019,Abril,Cundinamarca,Sicario,60,Desconocido,Apuñalada
1106,2019,Abril,Nariño,Compañero permanente,31,Via Urbana,Desconocido
1107,2019,Abril,Risaralda,Conyuge,25,Desconocido,Baleada
1108,2019,Abril,Sucre,Sicario,28,Vivienda de la victima,Baleada
1109,2019,Mayo,Antioquia,Sicario,31,Desconocido,Baleada
1110,2019,Mayo,Antioquia,Desconocido,21,Via urbana,Apuñalada
1111,2019,Mayo,Antioquia,Desconocido,39,Vivienda de la victima,Baleada
1112,2019,Mayo,Antioquia,Sicario,41,Desconocido,Baleada
1113,2019,Mayo,Antioquia,Estructuras del narcotrafico,59,Calle del barrio de la victima,Desconocido
1114,2019,Mayo,Antioquia,Desconocido,56,Desconocido,Apuñalada
1115,2019,Mayo,Antioquia,Desconocido,43,Via urbana,Baleada
1116,2019,Mayo,Antioquia,Compañero permanente,48,Vivienda del victimario,Baleada
1117,2019,Mayo,Antioquia,Desconocido,12,Via urbana,Baleada
1118,2019,Mayo,Antioquia,Novio,20,Vivienda de la victima,Apuñalada
1119,2019,Mayo,Antioquia,Desconocido,27,Desconocido,Apuñalada
1120,2019,Mayo,Cauca,Desconocido,15,Desconocido,Baleada
1121,2019,Mayo,Cauca,Sicario,23,Zona rural,Baleada
1122,2019,Mayo,Cauca,Desconocido,36,Vivienda de un tercero,Golpeada
1123,2019,Mayo,Cauca,Compañero permanente,26,Vivienda de la victima,Baleada
1124,2019,Mayo,Cauca,Banda criminal,42,Calle del barrio de la victima,Baleada
1125,2019,Mayo,Cauca,Estructuras armadas,39,Local comercial,Baleada
1126,2019,Mayo,Cauca,Desconocido,45,Desconocido,Apuñalada
1127,2019,Mayo,Valle del Cauca,Desconocido,28,Desconocido,Golpeada
1128,2019,Mayo,Valle del Cauca,Desconocido,5,Vivienda de la victima,Desconocido
1129,2019,Mayo,Valle del Cauca,Desconocido,29,Transporte privado,Baleada
1130,2019,Mayo,Valle del Cauca,Desconocido,26,Zona verde urbana,Baleada
1131,2019,Mayo,Valle del Cauca,Conocido,17,Vivienda de la victima,Degollada
1132,2019,Mayo,Valle del Cauca,Banda criminal,22,Via urbana,Baleada
1133,2019,Mayo,Norte de Santander,Excompañero permanente,29,Vivienda de la victima,Apuñalada
1134,2019,Mayo,Norte de Santander,Desconocido,28,Via urbana,Baleada
1135,2019,Mayo,Norte de Santander,Desconocido,36,Calle del barrio de la victima,Baleada
1136,2019,Mayo,Norte de Santander,Desconocido,21,Desconocido,Baleada
1137,2019,Mayo,Norte de Santander,Conocido,22,Vivienda de la victima,Apuñalada
1138,2019,Mayo,Nariño,Excompañero permanente,34,Vivienda de la victima,Asfixiada
1139,2019,Mayo,Nariño,Desconocido,27,Lugar de trabajo de la victima,Desconocido
1140,2019,Mayo,Nariño,Desconocido,52,Zona rural,Baleada
1141,2019,Mayo,Nariño,Compañero permanente,24,Vivienda de la victima,Baleada
1142,2019,Mayo,Nariño,Desconocido,32,Desconocido,Apuñalada
1143,2019,Mayo,Atlantico ,Sicario,24,Quebrada o rio,Baleada
1144,2019,Mayo,Atlantico ,Desconocido,35,Via urbana,Desconocido
1145,2019,Mayo,Atlantico ,Sicario,41,Centro medico,Baleada
1146,2019,Mayo,Atlantico ,Desconocido,30,Hotel,Baleada
1147,2019,Mayo,Tolima,Compañero permanente,51,Vivienda de la victima,Baleada
1148,2019,Mayo,Tolima,Desconocido,27,Desconocido,Baleada
1149,2019,Mayo,Tolima,Conocido,18,Vivienda de la victima,Estrangulada
1150,2019,Mayo,Tolima,Desconocido,25,Desconocido,Baleada
1151,2019,Mayo,Cordoba,Sicario,23,Desconocido,Baleada
1152,2019,Mayo,Cordoba,Sicario,22,Via urbana,Baleada
1153,2019,Mayo,Cordoba,Desconocido,31,Vivienda de un tercero,Desconocido
1154,2019,Mayo,Cordoba,Compañero permanente,39,Vivienda de la victima,Baleada
1155,2019,Mayo,Huila,Sicario,28,Local comercial,Baleada
1156,2019,Mayo,Huila,Desconocido,33,Zona rural,Golpeada
1157,2019,Mayo,Huila,Conyuge,30,Vivienda de la victima,Apuñalada
1158,2019,Mayo,Bolivar,Desconocido,16,Quebrada o rio,Baleada
1159,2019,Mayo,Bolivar,Familiar,20,Vivienda de la victima,Apuñalada
1160,2019,Mayo,Bolivar,Conocido,63,Vivienda de la victima,Apuñalada
1161,2019,Mayo,Magdalena,Desconocido,34,Desconocido,Baleada
1162,2019,Mayo,Magdalena,Sicario,53,Via urbana,Baleada
1163,2019,Mayo,Santander,Compañero permanente,29,Vivienda de la victima,Baleada
1164,2019,Mayo,Santander,Desconocido,45,Desconocido,Desconocido
1165,2019,Mayo,Bogota,Excompañero permanente,27,Via urbana,Golpeada
1166,2019,Mayo,Bogota,Desconocido,21,Via urbana,Apuñalada
1167,2019,Mayo,Cundinamarca,Desconocido,27,Hotel,Baleada
1168,2019,Mayo,Cundinamarca,Compañero permanente,47,Vivienda de la victima,Baleada
1169,2019,Mayo,Sucre,Sicario,40,Desconocido,Baleada
1170,2019,Mayo,Sucre,Desconocido,36,Quebrada o rio,Apuñalada
1171,2019,Mayo,Cesar ,Compañero permanente,21,Vivienda de la victima,Baleada
1172,2019,Mayo,Guaviare,Sicario,22,Desconocido,Baleada
1173,2019,Mayo,Caqueta,Conyuge,32,Vivienda de la victima,Golpeada
1174,2019,Mayo,Caldas,Desconocido,32,Desconocido,Desconocido
1175,2019,Mayo,Quindio,Excompañero permanente,34,Vivienda de la victima,Baleada
1176,2019,Mayo,Casanare,Desconocido,14,Via urbana,Desconocido
1177,2019,Mayo,Meta,Compañero permanente,30,Vivienda de la victima,Baleada
1178,2019,Mayo,Guajira,Desconocido,23,Via urbana,Golpeada
1179,2019,Junio,Antioquia,Conocido,23,Vivienda de la victima,Baleada
1180,2019,Junio,Antioquia,Compañero permanente,22,Vivienda de la victima,Golpeada
1181,2019,Junio,Antioquia,Desconocido,31,Via Urbana,Apuñalada
1182,2019,Junio,Antioquia,Excompañero permanente,39,Vivienda de la victima,Baleada
1183,2019,Junio,Antioquia,Familiar,24,Vivienda de la victima,Baleada
1184,2019,Junio,Antioquia,Desconocido,24,Desconocido,Apuñalada
1185,2019,Junio,Antioquia,Vecino,31,Vivienda del victimario,Apuñalada
1186,2019,Junio,Antioquia,Sicario,56,Local comercial,Baleada
1187,2019,Junio,Antioquia,Conocido,20,Vivienda de la victima,Baleada
1188,2019,Junio,Antioquia,Familiar,15,Vivienda de la victima,Asfixiada
1189,2019,Junio,Antioquia,Desconocido,18,Calle del barrio de la victima,Apuñalada
1190,2019,Junio,Valle del Cauca,Desconocido,30,Vivienda de un tercero,Apuñalada
1191,2019,Junio,Valle del Cauca,Compañero permanente,21,Vivienda de la victima,Estrangulada
1192,2019,Junio,Valle del Cauca,Sicario,40,Vivienda de la victima,Baleada
1193,2019,Junio,Valle del Cauca,Conocido,43,Vivienda de la victima,Baleada
1194,2019,Junio,Valle del Cauca,Desconocido,24,Lugar de trabajo de la victima,Apuñalada
1195,2019,Junio,Valle del Cauca,Compañero permanente,24,Vivienda de la victima,Baleada
1196,2019,Junio,Valle del Cauca,Novio,25,Vivienda de la victima,Baleada
1197,2019,Junio,Atlantico ,Delincuencia organizada,23,Calle del barrio de la victima,Degollada
1198,2019,Junio,Atlantico ,Excompañero permanente,34,Vivienda de la victima,Baleada
1199,2019,Junio,Atlantico ,Desconocido,20,Via Urbana,Apuñalada
1200,2019,Junio,Atlantico ,Familiar,35,Vivienda de la victima,Baleada
1201,2019,Junio,Bolivar,Desconocido,31,Via Urbana,Apuñalada
1202,2019,Junio,Bolivar,Desconocido,21,Quebrada o rio,Apuñalada
1203,2019,Junio,Bolivar,Conocido,45,Vivienda de la victima,Degollada
1204,2019,Junio,Bolivar,Compañero permanente,26,Vivienda de la victima,Baleada
1205,2019,Junio,Cundinamarca,Sicario,36,Vivienda de un tercero,Baleada
1206,2019,Junio,Cundinamarca,Desconocido,27,Vivienda de la victima,Desconocido
1207,2019,Junio,Cundinamarca,Conocido,32,Vivienda de la victima,Baleada
1208,2019,Junio,Santander,Desconocido,24,Local comercial,Apuñalada
1209,2019,Junio,Santander,Sicario,35,Via Urbana,Baleada
1210,2019,Junio,Cauca,Estructuras Armadas,41,Zona Rural,Apuñalada
1211,2019,Junio,Cauca,Familiar,30,Vivienda de la victima,Baleada
1212,2019,Junio,Cesar ,Excompañero permanente,51,Vivienda de la victima,Baleada
1213,2019,Junio,Cesar ,Desconocido,27,Via Urbana,Apuñalada
1214,2019,Junio,Norte de Santander,Desconocido,37,Zona verde urbana,Apuñalada
1215,2019,Junio,Norte de Santander,Desconocido,24,Otros lugares,Apuñalada
1216,2019,Junio,Guaviare,Sicario,25,Desconocido,Baleada
1217,2019,Junio,Meta,Familiar,18,Vivienda de la victima,Baleada
1218,2019,Junio,Quindio,Desconocido,29,Local comercial,Desconocido
1219,2019,Junio,Cordoba,Sicario,15,Via Urbana,Baleada
1220,2019,Junio,Guajira,Desconocido,23,Quebrada o rio,Apuñalada
1221,2019,Junio,Nariño,Desconocido,36,Via Urbana,Apuñalada
1222,2019,Julio,Antioquia,Delincuencia organizada,35,Via urbana,Baleada
1223,2019,Julio,Antioquia,Excompañero permanente,41,Vivienda de la victima,Apuñalada
1224,2019,Julio,Antioquia,Compañero permanente,30,Vivienda de la victima,Apuñalada
1225,2019,Julio,Antioquia,Sicario,51,Local comercial,Baleada
1226,2019,Julio,Antioquia,Estructuras armadas,27,Otros lugares,Explosion
1227,2019,Julio,Antioquia,Compañero permanente,18,Vivienda de la victima,Apuñalada
1228,2019,Julio,Antioquia,Desconocido,25,Vivienda de la victima,Desconocido
1229,2019,Julio,Antioquia,Sicario,23,Via urbana,Baleada
1230,2019,Julio,Antioquia,Delincuencia organizada,22,Zona Rural,Cortada
1231,2019,Julio,Antioquia,Desconocido,31,En una calle del barrio de la victima,Desconocido
1232,2019,Julio,Antioquia,Desconocido,39,Desconocido,Apuñalada
1233,2019,Julio,Valle del Cauca,Conyuge,24,Vivienda de la victima,Asfixiada
1234,2019,Julio,Valle del Cauca,Desconocido,31,Desconocido,Baleada
1235,2019,Julio,Valle del Cauca,Desconocido,56,Desconocido,Baleada
1236,2019,Julio,Valle del Cauca,Novio,20,Vivienda de la victima,Apuñalada
1237,2019,Julio,Valle del Cauca,Desconocido,15,Via urbana,Baleada
1238,2019,Julio,Valle del Cauca,Delincuencia organizada,18,Via urbana,Incinerada
1239,2019,Julio,Valle del Cauca,Conocido,30,Vivienda de un tercero,Apuñalada
1240,2019,Julio,Valle del Cauca,Excompañero permanente,21,Vivienda de la victima,Apuñalada
1241,2019,Julio,Risaralda,Sicario,40,Local comercial,Baleada
1242,2019,Julio,Risaralda,Desconocido,43,Via urbana,Desconocido
1243,2019,Julio,Risaralda,Familiar,24,Vivienda de la victima,Apuñalada
1244,2019,Julio,Risaralda,Compañero permanente,24,Vivienda de la victima,Degollada
1245,2019,Julio,Meta,Desconocido,25,Otros lugares,Desconocido
1246,2019,Julio,Meta,Sicario,23,Local comercial,Baleada
1247,2019,Julio,Meta,Excompañero permanente,37,Vivienda de la victima,Asfixiada
1248,2019,Julio,Meta,Delincuencia organizada,30,Desconocido,Baleada
1249,2019,Julio,Nariño,Sicario,32,En una calle del barrio de la victima,Baleada
1250,2019,Julio,Nariño,Desconocido,32,Desconocido,Desconocido
1251,2019,Julio,Nariño,Familiar,34,Vivienda del victimario,Apuñalada
1252,2019,Julio,Nariño,Desconocido,14,Desconocido,Baleada
1253,2019,Julio,Norte de Santander,Conocido,30,Vivienda de un tercero,Degollada
1254,2019,Julio,Norte de Santander,Compañero permanente,23,Vivienda de la victima,Apuñalada
1255,2019,Julio,Norte de Santander,Sicario,27,Desconocido,Baleada
1256,2019,Julio,Tolima,Desconocido,21,Desconocido,Desconocido
1257,2019,Julio,Tolima,Excompañero permanente,20,Vivienda de la victima,Apuñalada
1258,2019,Julio,Santander,Desconocido,35,Desconocido,Desconocido
1259,2019,Julio,Putumayo,Desconocido,31,Desconocido,Desconocido
1260,2019,Julio,Guaviare,Desconocido,21,Desconocido,Desconocido
1261,2019,Julio,Bolivar,Desconocido,39,Quebrada o rio,Asfixiada
1262,2019,Julio,Atlantico ,Delincuencia organizada,41,Desconocido,Baleada
1263,2019,Julio,Caqueta,Militar,59,Desconocido,Baleada
1264,2019,Julio,Cordoba,Sicario,12,Quebrada o rio,Baleada
1265,2019,Julio,Cundinamarca,Compañero permanente,43,Vivienda de la victima,Baleada
1266,2019,Julio,Bogota,Excompañero permanente,48,Vivienda de la victima,Baleada
1267,2019,Agosto,Antioquia,Excompañero permanente,24,Vivienda de la victima,Golpeada
1268,2019,Agosto,Antioquia,Sicario,22,Via Urbana,Baleada
1269,2019,Agosto,Antioquia,Desconocido,41,Local comercial,Baleada
1270,2019,Agosto,Antioquia,Desconocido,15,Desconocido,Baleada
1271,2019,Agosto,Antioquia,Novio,42,Vivienda de la victima,Asfixiada
1272,2019,Agosto,Antioquia,Compañero permanente,35,Vivienda de la victima,Apuñalada
1273,2019,Agosto,Antioquia,Desconocido,22,En una calle del barrio de la victima,Baleada
1274,2019,Agosto,Antioquia,Delincuencia organizada,25,Zona rural,Desconocido
1275,2019,Agosto,Antioquia,Desconocido,28,Local comercial,Baleada
1276,2019,Agosto,Antioquia,Desconocido,26,Via Urbana,Baleada
1277,2019,Agosto,Antioquia,Conyuge,23,Vivienda de la victima,Apuñalada
1278,2019,Agosto,Valle del Cauca,Desconocido,28,Via Urbana,Degollada
1279,2019,Agosto,Valle del Cauca,Familiar,51,Vivienda de la victima,Apuñalada
1280,2019,Agosto,Valle del Cauca,Compañero permanente,30,Vivienda de la victima,Apuñalada
1281,2019,Agosto,Valle del Cauca,Sicario,41,Vivienda de la victima,Baleada
1282,2019,Agosto,Valle del Cauca,Banda criminal,36,Local comercial,Baleada
1283,2019,Agosto,Valle del Cauca,Conyuge,24,Vivienda de la victima,Asfixiada
1284,2019,Agosto,Valle del Cauca,Desconocido,31,Zona verde urbana,Degollada
1285,2019,Agosto,Valle del Cauca,Desconocido,15,En una calle del barrio de la victima,Baleada
1286,2019,Agosto,Valle del Cauca,Delincuencia organizada,56,Zona rural,Baleada
1287,2019,Agosto,Valle del Cauca,Sicario,45,Vivienda de la victima,Baleada
1288,2019,Agosto,Nariño,Excompañero permanente,27,Vivienda de la victima,Apuñalada
1289,2019,Agosto,Nariño,Desconocido,23,Local comercial,Baleada
1290,2019,Agosto,Nariño,Compañero permanente,26,Vivienda de la victima,Estrangulada
1291,2019,Agosto,Nariño,Desconocido,20,Via Urbana,Baleada
1292,2019,Agosto,Nariño,Sicario,24,Via Urbana,Baleada
1293,2019,Agosto,Nariño,Conyuge,36,Vivienda de la victima,Apuñalada
1294,2019,Agosto,Nariño,Desconocido,45,Local comercial,Baleada
1295,2019,Agosto,Norte de Santander,Conocido,18,Vivienda de la victima,Estrangulada
1296,2019,Agosto,Norte de Santander,Compañero permanente,32,Vivienda de la victima,Apuñalada
1297,2019,Agosto,Norte de Santander,Sicario,29,Via Urbana,Baleada
1298,2019,Agosto,Norte de Santander,Novio,39,Vivienda de la victima,Apuñalada
1299,2019,Agosto,Norte de Santander,Sicario,36,Via Urbana,Baleada
1300,2019,Agosto,Cauca,Desconocido,17,Desconocido,Estrangulada
1301,2019,Agosto,Cauca,Delincuencia organizada,27,Zona rural,Baleada
1302,2019,Agosto,Cauca,Sicario,31,Via Urbana,Baleada
1303,2019,Agosto,Meta,Desconocido,26,Via Urbana,Desconocido
1304,2019,Agosto,Meta,Desconocido,39,Hotel,Baleada
1305,2019,Agosto,Meta,Sicario,42,Via Urbana,Baleada
1306,2019,Agosto,Cordoba,Compañero permanente,20,Vivienda de la victima,Apuñalada
1307,2019,Agosto,Cordoba,Sicario,29,Via Urbana,Baleada
1308,2019,Agosto,Cundinamarca,Conyuge,23,Vivienda de la victima,Apuñalada
1309,2019,Agosto,Cundinamarca,Desconocido,41,Zona rural,Desconocido
1310,2019,Agosto,Caldas,Familiar,35,Vivienda de la victima,Apuñalada
1311,2019,Agosto,Caldas,Sicario,32,Via Urbana,Baleada
1312,2019,Agosto,Atlantico ,Conocido,27,Vivienda de la victima,Apuñalada
1313,2019,Agosto,Atlantico ,Desconocido,51,Desconocido,Baleada
1314,2019,Agosto,Boyaca,Compañero permanente,41,Vivienda de la victima,Apuñalada
1315,2019,Agosto,Quindio,Desconocido,18,Hotel,Desconocido
1316,2019,Agosto,Bolivar,Familiar,22,Vivienda de la victima,Apuñalada
1317,2019,Agosto,Tolima,Conyuge,36,Vivienda de la victima,Apuñalada
1318,2019,Agosto,Magdalena,Conocido,45,Vivienda de la victima,Apuñalada
1319,2019,Agosto,Casanare,Desconocido,28,Zona verde urbana,Baleada
1320,2019,Agosto,Bogota,Excompañero permanente,15,Vivienda de la victima,Apuñalada
1321,2019,Agosto,Cesar ,Conyuge,31,Vivienda de la victima,Apuñalada
1322,2019,Agosto,Huila,Conocido,39,Vivienda de la victima,Apuñalada
1323,2019,Agosto,Caqueta,Desconocido,14,Zona rural,Desconocido
1324,2019,Septiembre,Antioquia,Conocido,25,Transporte privado,Baleada
1325,2019,Septiembre,Antioquia,Compañero permanente,22,Hotel,Degollada
1326,2019,Septiembre,Antioquia,Sicario,53,Zona rural,Apuñalada
1327,2019,Septiembre,Antioquia,Desconocido,44,Desconocido,Baleada
1328,2019,Septiembre,Antioquia,Estructuras armadas,40,Vivienda de la victima,Baleada
1329,2019,Septiembre,Antioquia,Sicario,29,Zona rural,Baleada
1330,2019,Septiembre,Antioquia,Desconocido,26,Vivienda de la victima,Apuñalada
1331,2019,Septiembre,Antioquia,Delincuencia organizada,21,Zona rural,Apuñalada
1332,2019,Septiembre,Antioquia,Compañero permanente,52,En una calle del barrio de la victima,Golpeada
1333,2019,Septiembre,Antioquia,Estructuras armadas,22,Desconocido,Baleada
1334,2019,Septiembre,Cauca,Desconocido,21,Vivienda de la victima,Desconocido
1335,2019,Septiembre,Cauca,Conocido,63,Zona rural,Baleada
1336,2019,Septiembre,Cauca,Delincuencia organizada,25,Zona rural,Desconocido
1337,2019,Septiembre,Cauca,Sicario,34,Zona rural,Baleada
1338,2019,Septiembre,Cauca,Banda Criminal,13,Vivienda de la victima,Apuñalada
1339,2019,Septiembre,Cauca,Banda Criminal,40,Via urbana,Baleada
1340,2019,Septiembre,Cauca,Desconocido,30,Vivienda de la victima,Baleada
1341,2019,Septiembre,Cauca,Banda Criminal,31,Vivienda de la victima,Apuñalada
1342,2019,Septiembre,Valle del Cauca,Sicario,60,Vivienda de la victima,Desconocido
1343,2019,Septiembre,Valle del Cauca,Desconocido,21,Zona rural,Asfixiada
1344,2019,Septiembre,Valle del Cauca,Sicario,21,Vivienda de un tercero,Apuñalada
1345,2019,Septiembre,Valle del Cauca,Estructuras armadas,27,Zona rural,Baleada
1346,2019,Septiembre,Valle del Cauca,Conyuge,22,En una calle del barrio de la victima,Baleada
1347,2019,Septiembre,Valle del Cauca,Desconocido,36,Zona rural,Asfixiada
1348,2019,Septiembre,Valle del Cauca,Sicario,27,Via urbana,Apuñalada
1349,2019,Septiembre,Atlantico ,Desconocido,23,Via urbana,Baleada
1350,2019,Septiembre,Atlantico ,Desconocido,32,Vivienda de la victima,Asfixiada
1351,2019,Septiembre,Atlantico ,Desconocido,31,Zona rural,Baleada
1352,2019,Septiembre,Atlantico ,Compañero permanente,27,Desconocido,Estrangulada
1353,2019,Septiembre,Santander,Desconocido,36,Vivienda de un tercero,Degollada
1354,2019,Septiembre,Santander,Desconocido,28,Via urbana,Apuñalada
1355,2019,Septiembre,Santander,Sicario,47,Desconocido,Baleada
1356,2019,Septiembre,Santander,Excompañero permanente,32,Vivienda de la victima,Asfixiada
1357,2019,Septiembre,Tolima,Desconocido,36,Zona rural,Desconocido
1358,2019,Septiembre,Tolima,Delincuencia organizada,20,Vivienda de la victima,Apuñalada
1359,2019,Septiembre,Tolima,Desconocido,24,Zona rural,Golpeada
1360,2019,Septiembre,Huila,Sicario,29,Vivienda de la victima,Apuñalada
1361,2019,Septiembre,Huila,Sicario,30,Via urbana,Desconocido
1362,2019,Septiembre,Huila,Sicario,45,Desconocido,Apuñalada
1363,2019,Septiembre,Boyaca,Compañero permanente,23,En una calle del barrio de la victima,Baleada
1364,2019,Septiembre,Boyaca,Desconocido,16,Vivienda de la victima,Apuñalada
1365,2019,Septiembre,Boyaca,Compañero permanente,32,Desconocido,Asfixiada
1366,2019,Septiembre,Cordoba,Estructuras armadas,41,Vivienda de la victima,Apuñalada
1367,2019,Septiembre,Cordoba,Desconocido,33,Desconocido,Baleada
1368,2019,Septiembre,Quindio,Sicario,27,Zona rural,Baleada
1369,2019,Septiembre,Quindio,Sicario,32,Vivienda de la victima,Baleada
1370,2019,Septiembre,Risaralda,Sicario,41,Vivienda de la victima,Desconocido
1371,2019,Septiembre,Risaralda,Excompañero permanente,25,Vivienda de la victima,Baleada
1372,2019,Septiembre,Casanare,Desconocido,39,En una calle del barrio de la victima,Baleada
1373,2019,Septiembre,Bolivar,Desconocido,31,Quebrada o rio,Baleada
1374,2019,Septiembre,Nariño,Desconocido,30,En una calle del barrio de la victima,Baleada
1375,2019,Septiembre,Bogota,Estructuras armadas,45,En una calle del barrio de la victima,Baleada
1376,2019,Septiembre,Caqueta,Desconocido,23,Zona rural,Apuñalada
1377,2019,Septiembre,Guajira,Conyuge,16,Via urbana,Baleada
1378,2019,Septiembre,Magdalena,Desconocido,32,Desconocido,Apuñalada
1379,2019,Septiembre,Norte de Santander,Compañero permanente,41,Lugar de trabajo de la victima,Baleada
1380,2019,Octubre,Valle del Cauca,Sicario,24,Desconocido,Baleada
1381,2019,Octubre,Valle del Cauca,Compañero permanente,29,Desconocido,Apuñalada
1382,2019,Octubre,Valle del Cauca,Exnovio,32,Vivienda de la victima,Golpeada
1383,2019,Octubre,Valle del Cauca,Estructuras armadas,14,Zona rural,Baleada
1384,2019,Octubre,Valle del Cauca,Desconocido,23,Via urbana,Baleada
1385,2019,Octubre,Valle del Cauca,Desconocido,25,Desconocido,Baleada
1386,2019,Octubre,Valle del Cauca,Sicario,32,Zona rural,Desconocido
1387,2019,Octubre,Valle del Cauca,Familiar ,32,Via rural,Baleada
1388,2019,Octubre,Valle del Cauca,Desconocido,35,Local comercial,Baleada
1389,2019,Octubre,Valle del Cauca,Desconocido,26,Vivienda de un tercero,Baleada
1390,2019,Octubre,Cordoba,Desconocido,30,Zona rural,Baleada
1391,2019,Octubre,Cordoba,Compañero permanente,15,Hotel,Golpeada
1392,2019,Octubre,Cordoba,Conyuge,30,Vivienda de la victima,Baleada
1393,2019,Octubre,Cordoba,Desconocido,34,Via urbana,Baleada
1394,2019,Octubre,Cordoba,Conocido,16,Zona rural,Baleada
1395,2019,Octubre,Quindio,Excompañero permanente,59,Vivienda de un tercero,Apuñalada
1396,2019,Octubre,Quindio,Desconocido,27,Zona rural,Golpeada
1397,2019,Octubre,Quindio,Sicario,35,Lugar de estudio,Desconocido
1398,2019,Octubre,Quindio,Desconocido,31,Vivienda de la victima,Golpeada
1399,2019,Octubre,Nariño,Sicario,65,Desconocido,Desconocido
1400,2019,Octubre,Nariño,Desconocido,25,Vivienda de la victima,Baleada
1401,2019,Octubre,Nariño,Desconocido,15,Desconocido,Baleada
1402,2019,Octubre,Nariño,Conocido,35,Zona rural,Baleada
1403,2019,Octubre,Bogota,Desconocido,56,Vivienda de un tercero,Baleada
1404,2019,Octubre,Bogota,Desconocido,37,Via urbana,Baleada
1405,2019,Octubre,Bogota,Desconocido,27,Vivienda de la victima,Desconocido
1406,2019,Octubre,Bogota,Sicario,29,Local comercial,Baleada
1407,2019,Octubre,Antioquia,Desconocido,40,Zona rural,Baleada
1408,2019,Octubre,Antioquia,Desconocido,19,Lugar de trabajo de la victima,Desconocido
1409,2019,Octubre,Antioquia,Desconocido,29,Vivienda de la victima,Baleada
1410,2019,Octubre,Antioquia,Desconocido,30,Via urbana,Baleada
1411,2019,Octubre,Guajira,Desconocido,37,Desconocido,Estrangulada
1412,2019,Octubre,Guajira,Desconocido,27,Via urbana,Baleada
1413,2019,Octubre,Guajira,Desconocido,25,Vivienda de la victima,Degollada
1414,2019,Octubre,Santander,Desconocido,21,En una calle del barrio de la victima,Baleada
1415,2019,Octubre,Santander,Desconocido,37,Vivienda de la victima,Baleada
1416,2019,Octubre,Tolima,Desconocido,29,Via urbana,Apuñalada
1417,2019,Octubre,Tolima,Sicario,24,Via urbana,Baleada
1418,2019,Octubre,Cauca,Desconocido,51,Via urbana,Desconocido
1419,2019,Octubre,Cauca,Sicario,57,Desconocido,Baleada
1420,2019,Octubre,Norte de Santander,Sicario,26,Via urbana,Apuñalada
1421,2019,Octubre,Cesar ,Exnovio,18,Vivienda de la victima,Asfixiada
1422,2019,Octubre,Atlantico ,Sicario,23,Desconocido,Apuñalada
1423,2019,Octubre,Boyaca,Exnovio,59,Vivienda de la victima,Golpeada
1424,2019,Octubre,Cundinamarca,Sicario,26,Desconocido,Baleada
1425,2019,Octubre,Huila,Sicario,21,Desconocido,Baleada
1426,2019,Noviembre,Antioquia,Sicario,27,Zona rural,Baleada
1427,2019,Noviembre,Antioquia,Familiar,31,Via urbana,Golpeada
1428,2019,Noviembre,Antioquia,Conocido,26,Via urbana,Baleada
1429,2019,Noviembre,Valle del Cauca,Familiar,16,En una calle del barrio de la victima,Baleada
1430,2019,Noviembre,Valle del Cauca,Desconocido,42,Vivienda de la victima,Apuñalada
1431,2019,Noviembre,Valle del Cauca,Desconocido,20,En una calle del barrio de la victima,Apuñalada
1432,2019,Noviembre,Cundinamarca,Conocido,29,Local comercial,Desconocido
1433,2019,Noviembre,Cundinamarca,Desconocido,23,Vivienda de la victima,Apuñalada
1434,2019,Noviembre,Nariño,Delincuencia organizada,41,Local comercial,Baleada
1435,2019,Noviembre,Nariño,Sicario,35,Otros lugares,Baleada
1436,2019,Noviembre,Cordoba,Familiar,5,Vivienda de la victima,Baleada
1437,2019,Noviembre,Cordoba,Desconocido,27,Zona rural,Apuñalada
1438,2019,Noviembre,Sucre,Excompañero permanente,51,Vivienda de la victima,Apuñalada
1439,2019,Noviembre,Sucre,Sicario,41,Desconocido,Baleada
1440,2019,Noviembre,Bolivar,Sicario,18,Zona rural,Degollada
1441,2019,Noviembre,Bolivar,Novio,22,Vivienda de la victima,Asfixiada
1442,2019,Noviembre,Tolima,Desconocido,36,Desconocido,Baleada
1443,2019,Noviembre,Putumayo,Compañero permanente,13,Via urbana,Baleada
1444,2019,Noviembre,Choco,Desconocido,28,Desconocido,Cortada
1445,2019,Noviembre,Atlantico ,Desconocido,15,Vivienda de la victima,Apuñalada
1446,2019,Noviembre,Caldas,Sicario,31,En una calle del barrio de la victima,Baleada
1447,2019,Noviembre,Caqueta,Desconocido,39,Vivienda de la victima,Apuñalada
1448,2019,Diciembre,Antioquia,Conocido,22,Desconocido,Apuñalada
