Indice,Año,Mes,Departamento,Victimario,Edad,Lugar de los hechos,Metodos de eliminación
371,2018,Febrero,Norte de Santander,Delincuencia organizada,12,Via urbana,Apuñalada
372,2018,Febrero,Cauca,Desconocido,20,Vivienda de la victima,Baleada
373,2018,Febrero,Cauca,Familiar,16,Local comercial,Baleada
374,2018,Febrero,Cauca,Excompañero permanente,28,Local comercial,Asfixiada
375,2018,Febrero,Cauca,Sicario,34,Vivienda de la victima,Baleada
376,2018,Febrero,Atlantico ,Banda criminal,47,Vivienda de la victima,Desconocido
377,2018,Febrero,Atlantico ,Banda criminal,3,Zona rural,Cortada
378,2018,Febrero,Atlantico ,Desconocido,25,En una calle del barrio de la victima,Apuñalada
379,2018,Febrero,Santander,Desconocido,30,Vivienda de la victima,Desconocido
380,2018,Febrero,Santander,Sicario,36,Vivienda de la victima,Baleada
381,2018,Febrero,Casanare,Banda criminal,15,Vivienda de la victima,Baleada
382,2018,Febrero,Casanare,Policia,62,En una calle del barrio de la victima,Desconocido
383,2018,Febrero,Caqueta,Desconocido,29,Vivienda de la victima,Golpeada
384,2018,Febrero,Caqueta,Sicario,17,En una calle del barrio de la victima,Degollada
385,2018,Febrero,Cundinamarca,Conyuge,45,Vivienda de la victima,Empalada
386,2018,Febrero,Meta,Compañero permanente,29,Zona rural,Baleada
387,2018,Febrero,Tolima,Excompañero permanente,35,Via urbana,Baleada
388,2018,Febrero,Cesar ,Sicario,2,Vivienda de la victima,Baleada
389,2018,Febrero,Bolivar,Policia,6,En una calle del barrio de la victima,Baleada
390,2018,Febrero,Huila,Desconocido,4,Mar,Apuñalada
391,2018,Febrero,Nariño,Sicario,29,Desconocido,Desconocido
392,2018,Febrero,Risaralda,Exnovio,46,Hotel,Apuñalada
393,2018,Febrero,Cundinamarca,Excompañero permanente,21,Vivienda de la victima,Apuñalada
394,2018,Marzo,Antioquia,Conocido,35,Lugar de trabajo de la victima,Golpeada
395,2018,Marzo,Antioquia,Desconocido,38,Desconocido,Baleada
396,2018,Marzo,Antioquia,Desconocido,37,Desconocido,Baleada
397,2018,Marzo,Antioquia,Excompañero permanente,28,Lugar de trabajo de la victima,Apuñalada
398,2018,Marzo,Antioquia,Conocido,29,Desconocido,Baleada
399,2018,Marzo,Antioquia,Desconocido,29,Lugar de trabajo de la victima,Baleada
400,2018,Marzo,Antioquia,Desconocido,21,Vivienda de la victima,Apuñalada
401,2018,Marzo,Antioquia,Conocido,29,Zona rural,Degollada
402,2018,Marzo,Antioquia,Delincuencia organizada,26,Desconocido,Baleada
403,2018,Marzo,Antioquia,Desconocido,67,Vivienda de un tercero,Baleada
404,2018,Marzo,Antioquia,Desconocido,40,Vivienda de la victima,Baleada
405,2018,Marzo,Antioquia,Banda criminal,29,En una calle del barrio de la victima,Apuñalada
406,2018,Marzo,Antioquia,Conyuge,36,Quebrada o rio,Baleada
407,2018,Marzo,Atlantico ,Desconocido,21,Via intermunicipal,Baleada
408,2018,Marzo,Bogota,Excompañero permanente,33,Desconocido,Baleada
409,2018,Marzo,Bogota,Policia,54,Via urbana,Baleada
410,2018,Marzo,Bogota,Desconocido,26,En una calle del barrio de la victima,Baleada
411,2018,Marzo,Bogota,Sicario,52,Local comercial,Baleada
412,2018,Marzo,Bolivar,Conyuge,27,Via urbana,Apuñalada
413,2018,Marzo,Bolivar,Desconocido,32,Vivienda de la victima,Baleada
414,2018,Marzo,Bolivar,Desconocido,20,Vivienda de la victima,Baleada
415,2018,Marzo,Bolivar,Sicario,63,Desconocido,Baleada
416,2018,Marzo,Bolivar,Sicario,21,Local comercial,Baleada
417,2018,Marzo,Boyaca,Compañero permanente,21,Via urbana,Apuñalada
418,2018,Marzo,Caqueta,Desconocido,33,Local comercial,Apuñalada
419,2018,Marzo,Caqueta,Conyuge,37,Desconocido,Baleada
420,2018,Marzo,Casanare,Desconocido,30,Lugar de trabajo de la victima,Baleada
421,2018,Marzo,Cauca,Desconocido,36,Vivienda de la victima,Envenenada
422,2018,Marzo,Cauca,Sicario,44,En una calle del barrio de la victima,Baleada
423,2018,Marzo,Choco,Compañero permanente,23,Vivienda de la victima,Baleada
424,2018,Marzo,Cordoba,Excompañero permanente,29,Vivienda de la victima,Desconocido
425,2018,Marzo,Cordoba,Desconocido,29,Hotel,Golpeada
426,2018,Marzo,Cordoba,Desconocido,29,Vivienda de la victima,Baleada
427,2018,Marzo,Cordoba,Conocido,22,Lugar de trabajo de la victima,Desconocido
428,2018,Marzo,Cordoba,Banda criminal,61,Vivienda de un tercero,Baleada
429,2018,Marzo,Cordoba,Sicario,22,Desconocido,Baleada
430,2018,Marzo,Cordoba,Desconocido,29,Vivienda de la victima,Golpeada
431,2018,Marzo,Cundinamarca,Desconocido,25,Local comercial,Apuñalada
432,2018,Marzo,Cundinamarca,Desconocido,29,Via rural,Apuñalada
433,2018,Marzo,Cundinamarca,Desconocido,27,En una calle del barrio de la victima,Baleada
434,2018,Marzo,Cundinamarca,Desconocido,16,Hotel,Apuñalada
435,2018,Marzo,Huila,Excompañero permanente,25,Vivienda de la victima,Baleada
436,2018,Marzo,Meta,Conocido,23,Vivienda de la victima,Baleada
437,2018,Marzo,Meta,Desconocido,29,Via urbana,Baleada
438,2018,Marzo,Nariño,Sicario,29,Via intermunicipal,Golpeada
439,2018,Marzo,Nariño,Desconocido,87,Via urbana,Desconocido
440,2018,Marzo,Nariño,Compañero permanente,20,Vivienda de la victima,Baleada
441,2018,Marzo,Nariño,Conyuge,29,Local comercial,Baleada
442,2018,Marzo,Nariño,Desconocido,29,Vivienda de la victima,Baleada
443,2018,Marzo,Norte de Santander,Conyuge,24,Via urbana,Baleada
444,2018,Marzo,Norte de Santander,Banda criminal,15,Vivienda de la victima,Desconocido
445,2018,Marzo,Norte de Santander,Delincuencia organizada,11,Vivienda de un tercero,Baleada
446,2018,Marzo,Norte de Santander,Conocido,29,Via urbana,Baleada
447,2018,Marzo,Norte de Santander,Desconocido,15,Via urbana,Baleada
448,2018,Marzo,Norte de Santander,Conocido,35,Vivienda de la victima,Degollada
449,2018,Marzo,Norte de Santander,Sicario,38,Via urbana,Apuñalada
450,2018,Marzo,Quindio,Sicario,51,Local comercial,Baleada
451,2018,Marzo,Quindio,Desconocido,29,Vivienda de la victima,Desconocido
452,2018,Marzo,Santander,Desconocido,39,Via urbana,Apuñalada
453,2018,Marzo,Valle del cauca,Excompañero permanente,20,Vivienda de la victima,Desconocido
454,2018,Marzo,Valle del cauca,Excompañero permanente,29,En una calle del barrio de la victima,Baleada
455,2018,Marzo,Valle del cauca,Conocido,24,Desconocido,Baleada
456,2018,Marzo,Valle del cauca,Sicario,28,Via urbana,Asfixiada
457,2018,Marzo,Valle del cauca,Desconocido,17,Vivienda de la victima,Asfixiada
458,2018,Marzo,Valle del cauca,Desconocido,60,Desconocido,Apuñalada
459,2018,Marzo,Valle del cauca,Excompañero permanente,24,Vivienda de la victima,Baleada
460,2018,Marzo,Valle del cauca,Sicario,62,Via urbana,Baleada
461,2018,Marzo,Valle del cauca,Compañero permanente,39,Via urbana,Baleada
462,2018,Marzo,Valle del cauca,Desconocido,34,Via rural,Apuñalada
463,2018,Marzo,Valle del cauca,Excompañero permanente,38,Local comercial,Desconocido
464,2018,Marzo,Valle del cauca,Desconocido,26,Desconocido,Apuñalada
465,2018,Marzo,Valle del cauca,Desconocido,29,Via urbana,Baleada
466,2018,Abril,Valle del cauca,Desconocido,16,Vivienda de la victima,Apuñalada
467,2018,Abril,Valle del cauca,Desconocido,22,Via rural,Baleada
468,2018,Abril,Valle del cauca,Compañero permanente,30,Vivienda de la victima,Baleada
469,2018,Abril,Valle del cauca,Compañero permanente,20,Vivienda de la victima,Apuñalada
470,2018,Abril,Valle del cauca,Desconocido,29,Vivienda de la victima,Desconocido
471,2018,Abril,Valle del cauca,Desconocido,29,Vivienda de la victima,Apuñalada
472,2018,Abril,Valle del cauca,Desconocido,5,Transporte privado,Baleada
473,2018,Abril,Valle del cauca,Compañero permanente,36,Vivienda de la victima,Apuñalada
474,2018,Abril,Valle del cauca,Sicario,35,Vivienda de la victima,Baleada
475,2018,Abril,Valle del cauca,Desconocido,17,Vivienda de la victima,Apuñalada
476,2018,Abril,Antioquia,Compañero permanente,29,Vivienda de un tercero,Baleada
477,2018,Abril,Antioquia,Excompañero permanente,38,Via urbana,Baleada
478,2018,Abril,Antioquia,Desconocido,47,Desconocido,Baleada
479,2018,Abril,Antioquia,Desconocido,38,Zona rural,Desconocido
480,2018,Abril,Antioquia,Desconocido,23,En una calle del barrio de la victima,Desconocido
481,2018,Abril,Antioquia,Desconocido,29,Via urbana,Desconocido
482,2018,Abril,Antioquia,Desconocido,26,Vivienda de la victima,Baleada
483,2018,Abril,Bogota,Desconocido,22,Quebrada o rio,Cortada
484,2018,Abril,Bogota,Desconocido,28,Vivienda de la victima,Apuñalada
485,2018,Abril,Bogota,Desconocido,31,Via rural,Apuñalada
486,2018,Abril,Bogota,Sicario,24,En una calle del barrio de la victima,Apuñalada
487,2018,Abril,Bogota,Conocido,33,Vivienda de la victima,Asfixiada
488,2018,Abril,Bogota,Desconocido,12,Vivienda de la victima,Apuñalada
489,2018,Abril,Bogota,Desconocido,29,Vivienda de la victima,Apuñalada
490,2018,Abril,Meta,Desconocido,29,Vivienda de un tercero,Baleada
491,2018,Abril,Meta,Conyuge,39,En una calle del barrio de la victima,Estrangulada
492,2018,Abril,Meta,Desconocido,29,Vivienda de la victima,Baleada
493,2018,Abril,Meta,Desconocido,25,Desconocido,Desconocido
494,2018,Abril,Meta,Sicario,29,Zona verde urbana,Apuñalada
495,2018,Abril,Atlantico ,Desconocido,42,Vivienda de la victima,Baleada
496,2018,Abril,Atlantico ,Desconocido,29,Vivienda de la victima,Baleada
497,2018,Abril,Atlantico ,Compañero permanente,34,Vivienda de la victima,Baleada
498,2018,Abril,Atlantico ,Desconocido,29,Desconocido,Baleada
499,2018,Abril,Caqueta,Familiar,39,Vivienda de la victima,Baleada
500,2018,Abril,Caqueta,Desconocido,29,Via urbana,Baleada
501,2018,Abril,Caqueta,Desconocido,40,Vivienda de la victima,Baleada
502,2018,Abril,Caqueta,Desconocido,62,Vivienda de la victima,Baleada
503,2018,Abril,Santander,Desconocido,11,Via urbana,Baleada
504,2018,Abril,Santander,Desconocido,29,Via urbana,Baleada
505,2018,Abril,Santander,Compañero permanente,25,Vivienda de la victima,Degollada
506,2018,Abril,Norte de Santander,Desconocido,61,Vivienda de la victima,Apuñalada
507,2018,Abril,Norte de Santander,Exnovio,29,Vivienda de la victima,Apuñalada
508,2018,Abril,Norte de Santander,Desconocido,13,Local comercial,Baleada
509,2018,Abril,Bolivar,Desconocido,72,Via urbana,Baleada
510,2018,Abril,Bolivar,Compañero permanente,21,Vivienda de la victima,Baleada
511,2018,Abril,Bolivar,Compañero permanente,29,Vivienda de la victima,Envenenada
512,2018,Abril,Tolima,Desconocido,27,Vivienda de la victima,Baleada
513,2018,Abril,Tolima,Desconocido,29,Vivienda de la victima,Desconocido
514,2018,Abril,Tolima,Desconocido,20,En una calle del barrio de la victima,Mutilada
515,2018,Abril,Cauca,Excompañero permanente,29,Vivienda de la victima,Baleada
516,2018,Abril,Cauca,Desconocido,14,En una calle del barrio de la victima,Apuñalada
517,2018,Abril,Caldas,Excompañero permanente,29,Vivienda de la victima,Baleada
518,2018,Abril,Caldas,Sicario,32,Via rural,Baleada
519,2018,Abril,Nariño,Sicario,3,Desconocido,Apuñalada
520,2018,Abril,Nariño,Desconocido,29,Desconocido,Baleada
521,2018,Abril,Huila,Desconocido,2,Vivienda de la victima,Baleada
522,2018,Abril,Sucre,Desconocido,37,Vivienda de la victima,Baleada
523,2018,Abril,Quindio,Militar,29,Via urbana,Apuñalada
524,2018,Mayo,Cauca,Desconocido,29,Via rural,Baleada
525,2018,Mayo,Cauca,Sicario,11,Local comercial,Baleada
526,2018,Mayo,Cauca,Compañero permanente,21,En una calle del barrio de la victima,Apuñalada
527,2018,Mayo,Cauca,Desconocido,29,Vivienda de la victima,Apuñalada
528,2018,Mayo,Cauca,Sicario,23,En una calle del barrio de la victima,Baleada
529,2018,Mayo,Cauca,Desconocido,44,Via urbana,Baleada
530,2018,Mayo,Cauca,Excompañero permanente,25,Via urbana,Baleada
531,2018,Mayo,Bogota,Desconocido,15,Lugar de trabajo de la victima,Baleada
532,2018,Mayo,Bogota,Guerrilla,45,Vivienda de un tercero,Baleada
533,2018,Mayo,Bogota,Desconocido,22,Zona rural,Baleada
534,2018,Mayo,Bogota,Novio,29,Vivienda de la victima,Apuñalada
535,2018,Mayo,Bogota,Desconocido,78,Zona rural,Baleada
536,2018,Mayo,Atlantico ,Desconocido,30,Vivienda de la victima,Desconocido
537,2018,Mayo,Atlantico ,Desconocido,31,Zona rural,Baleada
538,2018,Mayo,Atlantico ,Conyuge,46,En una calle del barrio de la victima,Estrangulada
539,2018,Mayo,Atlantico ,Desconocido,29,Local comercial,Apuñalada
540,2018,Mayo,Atlantico ,Desconocido,29,Vivienda de la victima,Golpeada
541,2018,Mayo,Tolima,Sicario,24,Desconocido,Baleada
542,2018,Mayo,Tolima,Desconocido,22,Lugar de trabajo de la victima,Baleada
543,2018,Mayo,Tolima,Desconocido,29,Lugar de trabajo de la victima,Asfixiada
544,2018,Mayo,Tolima,Desconocido,2,Via urbana,Baleada
545,2018,Mayo,Huila,Exnovio,21,Local comercial,Baleada
546,2018,Mayo,Huila,Excompañero permanente,29,Vivienda de la victima,Baleada
547,2018,Mayo,Huila,Desconocido,37,Vivienda de la victima,Apuñalada
548,2018,Mayo,Huila,Desconocido,17,En una calle del barrio de la victima,Baleada
549,2018,Mayo,Antioquia,Desconocido,22,Vivienda de la victima,Baleada
550,2018,Mayo,Antioquia,Paramilitar,15,Via urbana,Baleada
551,2018,Mayo,Antioquia,Desconocido,29,Desconocido,Cortada
552,2018,Mayo,Valle del cauca,Conocido,20,Via urbana,Apuñalada
553,2018,Mayo,Valle del cauca,Sicario,21,Via urbana,Degollada
554,2018,Mayo,Valle del cauca,Desconocido,29,Via urbana,Baleada
555,2018,Mayo,Norte de Santander,Sicario,47,Vivienda de la victima,Baleada
556,2018,Mayo,Norte de Santander,Sicario,33,Desconocido,Asfixiada
557,2018,Mayo,Norte de Santander,Desconocido,29,Vivienda de la victima,Desconocido
558,2018,Mayo,Cordoba,Desconocido,27,Vivienda del victimario,Baleada
559,2018,Mayo,Cordoba,Novio,29,En una calle del barrio de la victima,Baleada
560,2018,Mayo,Nariño,Desconocido,61,Desconocido,Apuñalada
561,2018,Mayo,Nariño,Desconocido,48,Via urbana,Baleada
562,2018,Mayo,Cundinamarca,Militar,28,Vivienda de la victima,Apuñalada
563,2018,Mayo,Cundinamarca,Desconocido,46,Local comercial,Baleada
564,2018,Mayo,Arauca,Familiar,26,Vivienda del victimario,Baleada
565,2018,Mayo,Sucre,Banda criminal,32,Desconocido,Baleada
566,2018,Mayo,Santander,Compañero permanente,33,En una calle del barrio de la victima,Baleada
567,2018,Mayo,Guajira,Desconocido,16,Vivienda de la victima,Baleada
568,2018,Junio,Antioquia,Desconocido,30,Lugar de trabajo de la victima,Apuñalada
569,2018,Junio,Antioquia,Sicario,36,Vivienda de la victima,Apuñalada
570,2018,Junio,Antioquia,Familiar,20,Vivienda de la victima,Asfixiada
571,2018,Junio,Antioquia,Desconocido,22,Zona rural,Baleada
572,2018,Junio,Antioquia,Desconocido,19,Vivienda de la victima,Apuñalada
573,2018,Junio,Antioquia,Estructuras armadas ,17,Vivienda de la victima,Baleada
574,2018,Junio,Antioquia,Desconocido,60,Vivienda de la victima,Baleada
575,2018,Junio,Antioquia,Conyuge,36,Via urbana,Baleada
576,2018,Junio,Antioquia,Desconocido,29,Zona rural,Baleada
577,2018,Junio,Antioquia,Desconocido,22,Vivienda de la victima,Baleada
578,2018,Junio,Valle del cauca,Compañero permanente,20,Via urbana,Baleada
579,2018,Junio,Valle del cauca,Sicario,24,Via urbana,Baleada
580,2018,Junio,Valle del cauca,Desconocido,22,Vivienda de la victima,Desconocido
581,2018,Junio,Valle del cauca,Desconocido,29,En una calle del barrio de la victima,Baleada
582,2018,Junio,Valle del cauca,Sicario,47,Desconocido,Apuñalada
583,2018,Junio,Valle del cauca,Desconocido,32,Vivienda de la victima,Baleada
584,2018,Junio,Valle del cauca,Desconocido,42,Desconocido,Baleada
585,2018,Junio,Valle del cauca,Excompañero permanente,22,Local comercial,Desconocido
586,2018,Junio,Valle del cauca,Sicario,24,Via urbana,Baleada
587,2018,Junio,Cauca,Desconocido,21,Vivienda de la victima,Apuñalada
588,2018,Junio,Cauca,Familiar,12,Vivienda de la victima,Apuñalada
589,2018,Junio,Cauca,Excompañero permanente,26,Local comercial,Baleada
590,2018,Junio,Cauca,Sicario,21,Vivienda de la victima,Apuñalada
591,2018,Junio,Cauca,Desconocido,29,Vivienda de la victima,Explosion
592,2018,Junio,Cauca,Sicario,11,Via urbana,Cortada
593,2018,Junio,Cauca,Desconocido,62,Vivienda de la victima,Baleada
594,2018,Junio,Bolivar,Desconocido,6,Desconocido,Degollada
595,2018,Junio,Bolivar,Excompañero permanente,29,Vivienda de la victima,Desconocido
596,2018,Junio,Bolivar,Sicario,20,Vivienda de la victima,Baleada
597,2018,Junio,Bolivar,Conocido,35,En una calle del barrio de la victima,Apuñalada
598,2018,Junio,Bolivar,Sicario,21,Vivienda de la victima,Apuñalada
599,2018,Junio,Cordoba,Desconocido,22,Vivienda de la victima,Baleada
600,2018,Junio,Cordoba,Conocido,25,Vivienda de la victima,Apuñalada
601,2018,Junio,Cordoba,Desconocido,33,Vivienda de la victima,Baleada
602,2018,Junio,Cordoba,Excompañero permanente,31,Via urbana,Apuñalada
603,2018,Junio,Cordoba,Compañero permanente,44,Vivienda de la victima,Baleada
604,2018,Junio,Tolima,Desconocido,23,Zona verde urbana,Golpeada
605,2018,Junio,Tolima,Sicario,51,Vivienda de la victima,Baleada
606,2018,Junio,Tolima,Compañero permanente,16,Via urbana,Apuñalada
607,2018,Junio,Tolima,Excompañero permanente,55,Zona rural,Apuñalada
608,2018,Junio,Magdalena,Conocido,23,En una calle del barrio de la victima,Estrangulada
609,2018,Junio,Magdalena,Excompañero permanente,25,Vivienda de la victima,Baleada
610,2018,Junio,Magdalena,Desconocido,27,Local comercial,Apuñalada
611,2018,Junio,Nariño ,Desconocido,29,Vivienda de la victima,Asfixiada
612,2018,Junio,Nariño ,Desconocido,40,Desconocido,Baleada
613,2018,Junio,Nariño ,Desconocido,29,Zona rural,Apuñalada
614,2018,Junio,Norte de Santander,Desconocido,26,Vivienda de la victima,Baleada
615,2018,Junio,Norte de Santander,Sicario,64,Zona rural,Baleada
616,2018,Junio,Bogota,Excompañero permanente,28,Vivienda de la victima,Baleada
617,2018,Junio,Bogota,Desconocido,14,Vivienda de la victima,Baleada
618,2018,Junio,Atlantico ,Novio,25,Zona rural,Apuñalada
619,2018,Junio,Meta,Delincuencia organizada,29,Vivienda de la victima,Baleada
620,2018,Junio,Boyaca,Conocido,29,Local comercial,Apuñalada
621,2018,Junio,Santander,Desconocido,49,Vivienda de la victima,Desconocido
622,2018,Junio,Cundinamarca,Desconocido,23,Local comercial,Apuñalada
623,2018,Junio,Antioquia,Desconocido,58,Vivienda de la victima,Baleada
624,2018,Julio,Antioquia,Excompañero permanente,32,Vivienda de la victima,Baleada
625,2018,Julio,Antioquia,Desconocido,40,Local comercial,Baleada
626,2018,Julio,Antioquia,Excompañero permanente,31,Vivienda de la victima,Apuñalada
627,2018,Julio,Antioquia,Desconocido,21,Via urbana,Apuñalada
628,2018,Julio,Antioquia,Desconocido,62,En una calle del barrio de la victima,Baleada
629,2018,Julio,Antioquia,Excompañero permanente,26,Vivienda de la victima,Baleada
630,2018,Julio,Antioquia,Familiar,37,Zona rural,Apuñalada
631,2018,Julio,Antioquia,Desconocido,29,Vivienda de la victima,Apuñalada
632,2018,Julio,Antioquia,Compañero permanente,22,Vivienda de la victima,Golpeada
633,2018,Julio,Antioquia,Delincuencia organizada,27,Via urbana,Apuñalada
634,2018,Julio,Valle del cauca,Sicario,12,Vivienda de la victima,Baleada
635,2018,Julio,Valle del cauca,Desconocido,25,Vivienda de la victima,Apuñalada
636,2018,Julio,Valle del cauca,Desconocido,57,Vivienda de la victima,Baleada
637,2018,Julio,Valle del cauca,Sicario,24,Local comercial,Desconocido
638,2018,Julio,Valle del cauca,Sicario,40,Vivienda de la victima,Asfixiada
639,2018,Julio,Valle del cauca,Desconocido,45,Vivienda de la victima,Explosion
640,2018,Julio,Valle del cauca,Familiar,15,Via urbana,Apuñalada
641,2018,Julio,Valle del cauca,Desconocido,27,En una calle del barrio de la victima,Baleada
642,2018,Julio,Valle del cauca,Desconocido,29,Vivienda de la victima,Baleada
643,2018,Julio,Cauca,Excompañero permanente,46,Desconocido,Baleada
644,2018,Julio,Cauca,Sicario,24,Vivienda de la victima,Apuñalada
645,2018,Julio,Cauca,Desconocido,20,Vivienda de la victima,Baleada
646,2018,Julio,Cauca,Desconocido,51,En una calle del barrio de la victima,Baleada
647,2018,Julio,Cauca,Desconocido,23,Via urbana,Apuñalada
648,2018,Julio,Cauca,Conocido,29,Vivienda de la victima,Apuñalada
649,2018,Julio,Cauca,Sicario,11,Vivienda de la victima,Baleada
650,2018,Julio,Bolivar,Desconocido,55,Vivienda de la victima,Baleada
651,2018,Julio,Bolivar,Estructuras armadas,41,Vivienda de la victima,Baleada
652,2018,Julio,Bolivar,Desconocido,20,Zona rural,Baleada
653,2018,Julio,Bolivar,Desconocido,24,Local comercial,Baleada
654,2018,Julio,Bolivar,Desconocido,26,Local comercial,Desconocido
655,2018,Julio,Cordoba,Desconocido,17,Vivienda de la victima,Baleada
656,2018,Julio,Cordoba,Conocido,31,Desconocido,Baleada
657,2018,Julio,Cordoba,Excompañero permanente,24,Via urbana,Baleada
658,2018,Julio,Cordoba,Desconocido,29,Vivienda de la victima,Apuñalada
659,2018,Julio,Cordoba,Compañero permanente,29,Vivienda de la victima,Baleada
660,2018,Julio,Tolima,Desconocido,30,Desconocido,Apuñalada
661,2018,Julio,Tolima,Desconocido,20,Zona rural,Apuñalada
662,2018,Julio,Tolima,Sicario,35,Zona rural,Asfixiada
663,2018,Julio,Tolima,Desconocido,22,Local comercial,Desconocido
664,2018,Julio,Magdalena,Conocido,23,Zona rural,Degollada
665,2018,Julio,Magdalena,Desconocido,16,Via urbana,Baleada
666,2018,Julio,Magdalena,Desconocido,10,Via urbana,Baleada
667,2018,Julio,Nariño,Novio,22,Vivienda de la victima,Apuñalada
668,2018,Julio,Nariño,Desconocido,21,Lugar de trabajo de la victima,Baleada
669,2018,Julio,Nariño,Desconocido,60,Vivienda de la victima,Apuñalada
670,2018,Julio,Norte de Santander,Desconocido,5,Vivienda de la victima,Baleada
671,2018,Julio,Norte de Santander,Excompañero permanente,23,Vivienda de la victima,Apuñalada
672,2018,Julio,Bogota,Conyuge,22,Vivienda de la victima,Apuñalada
673,2018,Julio,Bogota,Excompañero permanente,28,Vivienda de la victima,Baleada
674,2018,Julio,Atlantico ,Sicario,29,Zona verde urbana,Baleada
675,2018,Julio,Meta,Sicario,29,Vivienda de la victima,Cortada
676,2018,Julio,Boyaca,Compañero permanente,29,Vivienda de la victima,Apuñalada
677,2018,Julio,Santander,Sicario,39,Desconocido,Desconocido
678,2018,Julio,Cundinamarca,Conocido,63,Vivienda de la victima,Estrangulada
679,2018,Julio,Antioquia,Sicario,29,Zona rural,Baleada
680,2018,Agosto,Valle del cauca,Sicario,29,Desconocido,Baleada
681,2018,Agosto,Valle del cauca,Desconocido,22,Vivienda de la victima,Baleada
682,2018,Agosto,Valle del cauca,Conocido,17,Desconocido,Desconocido
683,2018,Agosto,Valle del cauca,Sicario,29,Local comercial,Apuñalada
684,2018,Agosto,Valle del cauca,Sicario,33,Vivienda de la victima,Golpeada
685,2018,Agosto,Valle del cauca,Desconocido,16,Via urbana,Apuñalada
686,2018,Agosto,Valle del cauca,Desconocido,21,Vivienda de la victima,Apuñalada
687,2018,Agosto,Valle del cauca,Novio,29,Vivienda de la victima,Baleada
688,2018,Agosto,Valle del cauca,Compañero permanente,29,Vivienda de la victima,Golpeada
689,2018,Agosto,Antioquia,Compañero permanente,44,Transporte publico,Baleada
690,2018,Agosto,Antioquia,Compañero permanente,48,Lugar de trabajo de la victima,Apuñalada
691,2018,Agosto,Antioquia,Desconocido,29,Via urbana,Baleada
692,2018,Agosto,Antioquia,Desconocido,33,Vivienda de la victima,Baleada
693,2018,Agosto,Antioquia,Desconocido,32,Via urbana,Baleada
694,2018,Agosto,Antioquia,Desconocido,23,Desconocido,Apuñalada
695,2018,Agosto,Antioquia,Desconocido,49,Desconocido,Apuñalada
696,2018,Agosto,Antioquia,Desconocido,37,Vivienda de la victima,Golpeada
697,2018,Agosto,Bogota,Desconocido,29,Desconocido,Baleada
698,2018,Agosto,Bogota,Desconocido,31,Vivienda de la victima,Degollada
699,2018,Agosto,Bogota,Desconocido,29,Via urbana,Desconocido
700,2018,Agosto,Bogota,Novio,29,Vivienda de la victima,Baleada
701,2018,Agosto,Bogota,Desconocido,47,Vivienda de la victima,Baleada
702,2018,Agosto,Bogota,Desconocido,10,Desconocido,Baleada
703,2018,Agosto,Bogota,Desconocido,46,Via urbana,Baleada
704,2018,Agosto,Atlantico ,Desconocido,29,Local comercial,Apuñalada
705,2018,Agosto,Atlantico ,Desconocido,67,Vivienda de la victima,Baleada
706,2018,Agosto,Atlantico ,Desconocido,34,Hotel,Apuñalada
707,2018,Agosto,Atlantico ,Conyuge,28,Via urbana,Asfixiada
708,2018,Agosto,Atlantico ,Compañero permanente,29,Vivienda de la victima,Apuñalada
709,2018,Agosto,Atlantico ,Desconocido,27,Hotel,Apuñalada
710,2018,Agosto,Cauca,Excompañero permanente,71,Vivienda de la victima,Desconocido
711,2018,Agosto,Cauca,Compañero permanente,64,Lugar de trabajo de la victima,Golpeada
712,2018,Agosto,Cauca,Desconocido,35,Vivienda del victimario,Apuñalada
713,2018,Agosto,Cauca,Compañero permanente,30,Zona verde urbana,Apuñalada
714,2018,Agosto,Cauca,Desconocido,72,Vivienda de la victima,Baleada
715,2018,Agosto,Guajira,Desconocido,29,Desconocido,Baleada
716,2018,Agosto,Guajira,Desconocido,18,Desconocido,Apuñalada
717,2018,Agosto,Guajira,Desconocido,38,Otros lugares,Apuñalada
718,2018,Agosto,Guajira,Desconocido,26,Vivienda de la victima,Baleada
719,2018,Agosto,Norte de Santander,Desconocido,39,Vivienda de la victima,Golpeada
720,2018,Agosto,Norte de Santander,Compañero permanente,23,Vivienda de la victima,Apuñalada
721,2018,Agosto,Norte de Santander,Desconocido,56,En una calle del barrio de la victima,Baleada
722,2018,Agosto,Santander,Desconocido,20,Vivienda de la victima,Baleada
723,2018,Agosto,Santander,Desconocido,29,Vivienda de la victima,Apuñalada
724,2018,Agosto,Santander,Desconocido,24,Local comercial,Baleada
725,2018,Agosto,Meta,Excompañero permanente,78,Vivienda de la victima,Baleada
726,2018,Agosto,Meta,Sicario,21,Vivienda de la victima,Baleada
727,2018,Agosto,Meta,Desconocido,34,Local comercial,Desconocido
728,2018,Agosto,Tolima,Desconocido,29,Vivienda de la victima,Apuñalada
729,2018,Agosto,Tolima,Compañero permanente,36,Vivienda de la victima,Baleada
730,2018,Agosto,Tolima,Desconocido,40,Zona verde urbana,Lanzada
731,2018,Agosto,Cesar ,Desconocido,29,Vivienda de la victima,Apuñalada
732,2018,Agosto,Cesar ,Desconocido,26,Via urbana,Asfixiada
733,2018,Agosto,Cesar ,Desconocido,29,Otros lugares,Estrangulada
734,2018,Agosto,Caqueta,Desconocido,25,Transporte privado,Baleada
735,2018,Agosto,Caqueta,Familiar,29,Desconocido,Golpeada
